Source,Target
hCoV-19/Canada/ON-OICR-SLB2818/2020|EPI_ISL_538346|2020-04-02,1283
1312,1284
hCoV-19/Canada/ON-OICR-SLB2799/2020|EPI_ISL_538331|2020-03-28,1285
1326,1286
hCoV-19/Canada/Qc-L00241112/2020|EPI_ISL_465697|2020-03-26,1287
hCoV-19/Canada/QC-LSPQ-L00218559/2020|EPI_ISL_535785|2020-03-14,1288
hCoV-19/Canada/QC-LSPQ-L00234347/2020|EPI_ISL_536052|2020-03-23,1289
hCoV-19/Canada/QC-LSPQ-L00214488/2020|EPI_ISL_535727|2020-03-11,1290
1457,1291
1400,1292
1458,1293
1300,1294
1466,1295
hCoV-19/Canada/QC-LSPQ-L00242228/2020|EPI_ISL_536312|2020-03-29,1296
hCoV-19/Canada/BC_6129127/2020|EPI_ISL_418837|2020-03-10,1297
hCoV-19/Canada/QC-LSPQ-L00213312/2020|EPI_ISL_535719|2020-03-01,1298
1332,1299
1431,1300
1405,1301
hCoV-19/Canada/NB_1/2020|EPI_ISL_429806|2020-03-09,1302
997,1303
1049,1304
hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29,1305
1416,1306
1308,1307
hCoV-19/Canada/QC-LSPQ-L00238246/2020|EPI_ISL_536206|2020-03-24,1308
1417,1309
1217,1310
1270,1311
1365,1312
hCoV-19/Canada/QC_AH2/2020|EPI_ISL_463914|2020-04-13,1313
1272,1314
1370,1315
1246,1316
1333,1317
hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,1318
1330,1319
hCoV-19/Canada/Qc-L00241292/2020|EPI_ISL_450316|2020-03-27,1320
1297,1321
1251,1322
hCoV-19/Canada/QC-LSPQ-L00230798/2020|EPI_ISL_535933|2020-03-21,1323
1429,1324
1425,1325
1410,1326
hCoV-19/Canada/ON-OICR-SLB2842/2020|EPI_ISL_538363|2020-04-04,1327
1403,1328
hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01,1329
hCoV-19/Canada/QC-LSPQ-L00219039/2020|EPI_ISL_535787|2020-03-14,1330
hCoV-19/Canada/QC-LSPQ-L00237490/2020|EPI_ISL_536182|2020-03-25,1331
hCoV-19/Canada/BC_6404889/2020|EPI_ISL_418838|2020-03-12,1332
hCoV-19/Canada/QC-LSPQ-L00216190/2020|EPI_ISL_535744|2020-03-12,1333
1376,1334
hCoV-19/Canada/QC-LSPQ-L00231814/2020|EPI_ISL_535964|2020-03-20,1335
hCoV-19/Canada/QC_AI6/2020|EPI_ISL_476505|2020-04-08,1336
hCoV-19/Canada/QC-LSPQ-L00233340/2020|EPI_ISL_536018|2020-03-23,1337
hCoV-19/Canada/QC-LSPQ-L00243024/2020|EPI_ISL_536344|2020-03-30,1338
hCoV-19/Canada/NB-234/2020|EPI_ISL_479647|2020-03-25,1339
1368,1340
hCoV-19/Canada/NS_61/2020|EPI_ISL_482477|2020-03-18,1341
1104,1342
1323,1343
1479,1344
1444,1345
hCoV-19/Canada/ON-OICR-SLB2868/2020|EPI_ISL_538385|2020-04-10,1346
hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,1347
1460,1348
1369,1349
1422,1350
1379,1351
1484,1352
1395,1353
1495,1354
1436,1355
1301,1356
hCoV-19/Canada/ON-OICR-SLB2854/2020|EPI_ISL_538373|2020-04-07,1357
hCoV-19/Canada/NB_35/2020|EPI_ISL_429816|2020-03-14,1358
hCoV-19/Canada/QC-LSPQ-L00217574/2020|EPI_ISL_535765|2020-03-13,1359
hCoV-19/Canada/QC-LSPQ-L00236439/2020|EPI_ISL_536131|2020-03-24,1360
hCoV-19/Canada/ON_MU-S284/2020|EPI_ISL_463976|2020-03-28,1361
hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,1362
1445,1363
1410,1364
1488,1365
1414,1366
hCoV-19/Canada/BC_9446031/2020|EPI_ISL_418858|2020-03-13,1367
1365,1368
1441,1369
hCoV-19/Canada/QC-LSPQ-L00238674/2020|EPI_ISL_536212|2020-03-26,1370
hCoV-19/Canada/QC-LSPQ-L00212401/2020|EPI_ISL_535717|2020-03-01,1371
1410,1372
1400,1373
1298,1374
1447,1375
1261,1376
1474,1377
1474,1378
1262,1379
1441,1380
1397,1381
hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,1382
hCoV-19/Canada/QC-LSPQ-L00233849/2020|EPI_ISL_536042|2020-03-23,1383
1261,1384
1404,1385
1387,1386
hCoV-19/Canada/QC-LSPQ-L00241670/2020|EPI_ISL_536288|2020-03-26,1387
hCoV-19/Canada/QC-LSPQ-L00236598/2020|EPI_ISL_536142|2020-03-25,1388
1054,1389
hCoV-19/Canada/BC_8486790/2020|EPI_ISL_418849|2020-03-13,1390
hCoV-19/Canada/NB-204/2020|EPI_ISL_479626|2020-03-29,1391
hCoV-19/Canada/QC_AQ4/2020|EPI_ISL_463928|2020-04-01,1392
1411,1393
hCoV-19/Canada/QC-LSPQ-L00234460/2020|EPI_ISL_536055|2020-03-23,1394
hCoV-19/Canada/QC-LSPQ-L00235136/2020|EPI_ISL_536088|2020-03-24,1395
hCoV-19/Canada/QC-LSPQ-L00218337/2020|EPI_ISL_535777|2020-03-14,1396
hCoV-19/Canada/ON-OICR-SLB2829/2020|EPI_ISL_538355|2020-04-03,1397
hCoV-19/Canada/BC_0554880/2020|EPI_ISL_418817|2020-03-13,1398
1401,1399
1454,1400
hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,1401
1425,1402
1467,1403
1474,1404
1436,1405
1433,1406
hCoV-19/Canada/QC-LSPQ-L00235866/2020|EPI_ISL_536113|2020-03-22,1407
1413,1408
1437,1409
hCoV-19/Canada/BC_6129127/2020|EPI_ISL_418837|2020-03-10,1410
1443,1411
1425,1412
1443,1413
hCoV-19/Canada/QC-LSPQ-L00237312/2020|EPI_ISL_536173|2020-03-25,1414
1416,1415
1473,1416
hCoV-19/Canada/ON-OICR-SLB2812/2020|EPI_ISL_538340|2020-04-01,1417
1485,1418
1430,1419
hCoV-19/Canada/QC-LSPQ-L00234460/2020|EPI_ISL_536055|2020-03-23,1420
1112,1421
hCoV-19/Canada/QC-LSPQ-L00234460/2020|EPI_ISL_536055|2020-03-23,1422
hCoV-19/Canada/QC-LSPQ-L00231249/2020|EPI_ISL_535948|2020-03-22,1423
1444,1424
1489,1425
1261,1426
hCoV-19/Canada/QC-LSPQ-L00242228/2020|EPI_ISL_536312|2020-03-29,1427
1448,1428
hCoV-19/Canada/QC-LSPQ-L00227658/2020|EPI_ISL_535865|2020-03-19,1429
hCoV-19/Canada/QC-LSPQ-L00236598/2020|EPI_ISL_536142|2020-03-25,1430
1472,1431
1445,1432
1478,1433
hCoV-19/Canada/QC-LSPQ-L00221391/2020|EPI_ISL_535808|2020-03-13,1434
hCoV-19/Canada/ON_MU-S284/2020|EPI_ISL_463976|2020-03-28,1435
1474,1436
1300,1437
hCoV-19/Canada/QC-LSPQ-L00225484/2020|EPI_ISL_535830|2020-03-17,1438
hCoV-19/Canada/QC-LSPQ-L00219049/2020|EPI_ISL_535788|2020-03-14,1439
hCoV-19/Canada/QC-LSPQ-L00220736/2020|EPI_ISL_535802|2020-03-15,1440
1487,1441
hCoV-19/Canada/QC-LSPQ-L00231304/2020|EPI_ISL_535953|2020-03-20,1442
1416,1443
1236,1444
1376,1445
1482,1446
1345,1447
hCoV-19/Canada/QC-LSPQ-L00218334/2020|EPI_ISL_535776|2020-03-14,1448
1266,1449
1448,1450
1480,1451
hCoV-19/Canada/BC_0554880/2020|EPI_ISL_418817|2020-03-13,1452
1250,1453
1473,1454
1493,1455
1295,1456
1478,1457
1354,1458
1458,1459
hCoV-19/Canada/QC-LSPQ-L00227476/2020|EPI_ISL_535862|2020-03-18,1460
1295,1461
hCoV-19/Canada/QC-LSPQ-L00218334/2020|EPI_ISL_535776|2020-03-14,1462
1464,1463
hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05,1464
1491,1465
1354,1466
1499,1467
hCoV-19/Canada/BC_6502001/2020|EPI_ISL_418840|2020-03-12,1468
1461,1469
1378,1470
1496,1471
hCoV-19/Canada/QC-LSPQ-L00212401/2020|EPI_ISL_535717|2020-03-01,1472
1498,1473
1487,1474
1497,1475
1474,1476
hCoV-19/Canada/QC-LSPQ-L00218308/2020|EPI_ISL_535774|2020-03-14,1477
1443,1478
1266,1479
1489,1480
1295,1481
1490,1482
hCoV-19/Canada/QC-LSPQ-L00221391/2020|EPI_ISL_535808|2020-03-13,1483
1486,1484
1488,1485
hCoV-19/Canada/QC-LSPQ-L00230647/2020|EPI_ISL_535926|2020-03-21,1486
1497,1487
1501,1488
1455,1489
1467,1490
1295,1491
1496,1492
1497,1493
1500,1494
1493,1495
1488,1496
1498,1497
1501,1498
1501,1499
1499,1500
1502,1501
hCoV-19/Canada/ON_ON-VIDO-01-2/2020|EPI_ISL_425177|2020-01-23,1502
