Id,Label,Region
hCoV-19/Canada/QC-LSPQ-L00214488/2020|EPI_ISL_535727|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00214488/2020|EPI_ISL_535727|2020-03-11,QC
hCoV-19/Canada/QC-LSPQ-L00219618/2020|EPI_ISL_535794|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00219618/2020|EPI_ISL_535794|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00241862/2020|EPI_ISL_536291|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241862/2020|EPI_ISL_536291|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00234333/2020|EPI_ISL_536051|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234333/2020|EPI_ISL_536051|2020-03-23,QC
1443,1443,Unsampled
1290,1290,Unsampled
hCoV-19/Canada/QC-LSPQ-L00217032/2020|EPI_ISL_535757|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217032/2020|EPI_ISL_535757|2020-03-13,QC
1374,1374,Unsampled
hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01,hCoV-19/Canada/ON-UHTC_0033/2020|EPI_ISL_464016|2020-04-01,ON
980,980,Unsampled
hCoV-19/Canada/ON-UHTC_0035/2020|EPI_ISL_464033|2020-04-07,hCoV-19/Canada/ON-UHTC_0035/2020|EPI_ISL_464033|2020-04-07,ON
hCoV-19/Canada/ON-UHTC_0042/2020|EPI_ISL_464041|2020-04-20,hCoV-19/Canada/ON-UHTC_0042/2020|EPI_ISL_464041|2020-04-20,ON
hCoV-19/Canada/ON-UHTC_0070/2020|EPI_ISL_464022|2020-04-12,hCoV-19/Canada/ON-UHTC_0070/2020|EPI_ISL_464022|2020-04-12,ON
hCoV-19/Canada/ON-UHTC_0057/2020|EPI_ISL_464042|2020-04-09,hCoV-19/Canada/ON-UHTC_0057/2020|EPI_ISL_464042|2020-04-09,ON
983,983,Unsampled
hCoV-19/Canada/ON-UHTC_0063/2020|EPI_ISL_464007|2020-04-12,hCoV-19/Canada/ON-UHTC_0063/2020|EPI_ISL_464007|2020-04-12,ON
973,973,Unsampled
hCoV-19/Canada/ON-UHTC_0078/2020|EPI_ISL_463995|2020-04-17,hCoV-19/Canada/ON-UHTC_0078/2020|EPI_ISL_463995|2020-04-17,ON
966,966,Unsampled
hCoV-19/Canada/ON-UHTC_0074/2020|EPI_ISL_464062|2020-04-24,hCoV-19/Canada/ON-UHTC_0074/2020|EPI_ISL_464062|2020-04-24,ON
964,964,Unsampled
hCoV-19/Canada/ON-UHTC_0123/2020|EPI_ISL_526268|2020-05-20,hCoV-19/Canada/ON-UHTC_0123/2020|EPI_ISL_526268|2020-05-20,ON
hCoV-19/Canada/ON-UHTC_0061/2020|EPI_ISL_464001|2020-04-06,hCoV-19/Canada/ON-UHTC_0061/2020|EPI_ISL_464001|2020-04-06,ON
hCoV-19/Canada/QC-LSPQ-L00232113/2020|EPI_ISL_535979|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232113/2020|EPI_ISL_535979|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00232098/2020|EPI_ISL_535976|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232098/2020|EPI_ISL_535976|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00233357/2020|EPI_ISL_536020|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233357/2020|EPI_ISL_536020|2020-03-23,QC
1298,1298,Unsampled
hCoV-19/Canada/QC-LSPQ-L00225500/2020|EPI_ISL_535831|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00225500/2020|EPI_ISL_535831|2020-03-18,QC
1005,1005,Unsampled
hCoV-19/Canada/QC-LSPQ-L00228787/2020|EPI_ISL_535876|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228787/2020|EPI_ISL_535876|2020-03-20,QC
hCoV-19/Canada/Qc-L00240587/2020|EPI_ISL_450303|2020-03-27,hCoV-19/Canada/Qc-L00240587/2020|EPI_ISL_450303|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00241514/2020|EPI_ISL_536283|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241514/2020|EPI_ISL_536283|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00243761/2020|EPI_ISL_536378|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243761/2020|EPI_ISL_536378|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00241907/2020|EPI_ISL_536294|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241907/2020|EPI_ISL_536294|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243746/2020|EPI_ISL_536375|2020-03-30,QC
hCoV-19/Canada/QC-LSPQ-L00228790/2020|EPI_ISL_535877|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228790/2020|EPI_ISL_535877|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00234621/2020|EPI_ISL_536063|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234621/2020|EPI_ISL_536063|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00233422/2020|EPI_ISL_536023|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233422/2020|EPI_ISL_536023|2020-03-23,QC
1271,1271,Unsampled
1473,1473,Unsampled
hCoV-19/Canada/QC-LSPQ-L00213312/2020|EPI_ISL_535719|2020-03-01,hCoV-19/Canada/QC-LSPQ-L00213312/2020|EPI_ISL_535719|2020-03-01,QC
hCoV-19/Canada/QC-LSPQ-L00236620/2020|EPI_ISL_536144|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236620/2020|EPI_ISL_536144|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00216190/2020|EPI_ISL_535744|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00216190/2020|EPI_ISL_535744|2020-03-12,QC
1259,1259,Unsampled
hCoV-19/Canada/QC-LSPQ-L00227481/2020|EPI_ISL_535863|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00227481/2020|EPI_ISL_535863|2020-03-19,QC
1269,1269,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234639/2020|EPI_ISL_536065|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234639/2020|EPI_ISL_536065|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00236943/2020|EPI_ISL_536154|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236943/2020|EPI_ISL_536154|2020-03-25,QC
1135,1135,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236940/2020|EPI_ISL_536153|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00229554/2020|EPI_ISL_535896|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229554/2020|EPI_ISL_535896|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00230796/2020|EPI_ISL_535932|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230796/2020|EPI_ISL_535932|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00236536/2020|EPI_ISL_536134|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236536/2020|EPI_ISL_536134|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00234887/2020|EPI_ISL_536079|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234887/2020|EPI_ISL_536079|2020-03-23,QC
1193,1193,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232511/2020|EPI_ISL_535988|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232511/2020|EPI_ISL_535988|2020-03-22,QC
hCoV-19/Canada/Qc-L00241192/2020|EPI_ISL_450312|2020-03-27,hCoV-19/Canada/Qc-L00241192/2020|EPI_ISL_450312|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00217559/2020|EPI_ISL_535764|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00217559/2020|EPI_ISL_535764|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00217527/2020|EPI_ISL_535762|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217527/2020|EPI_ISL_535762|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00221852/2020|EPI_ISL_535811|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00221852/2020|EPI_ISL_535811|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00226167/2020|EPI_ISL_535844|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00226167/2020|EPI_ISL_535844|2020-03-17,QC
1373,1373,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233115/2020|EPI_ISL_536009|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233115/2020|EPI_ISL_536009|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00230720/2020|EPI_ISL_535929|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230720/2020|EPI_ISL_535929|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00230787/2020|EPI_ISL_535931|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230787/2020|EPI_ISL_535931|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00236212/2020|EPI_ISL_536120|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236212/2020|EPI_ISL_536120|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00230813/2020|EPI_ISL_535934|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230813/2020|EPI_ISL_535934|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00234442/2020|EPI_ISL_536054|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234442/2020|EPI_ISL_536054|2020-03-23,QC
1198,1198,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230821/2020|EPI_ISL_535935|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230821/2020|EPI_ISL_535935|2020-03-21,QC
1204,1204,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231416/2020|EPI_ISL_535955|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231416/2020|EPI_ISL_535955|2020-03-22,QC
1289,1289,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232239/2020|EPI_ISL_535982|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232239/2020|EPI_ISL_535982|2020-03-22,QC
1125,1125,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234347/2020|EPI_ISL_536052|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234347/2020|EPI_ISL_536052|2020-03-23,QC
1098,1098,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232601/2020|EPI_ISL_535989|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00232601/2020|EPI_ISL_535989|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00219039/2020|EPI_ISL_535787|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00219039/2020|EPI_ISL_535787|2020-03-14,QC
1053,1053,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236922/2020|EPI_ISL_536152|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236922/2020|EPI_ISL_536152|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00230798/2020|EPI_ISL_535933|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230798/2020|EPI_ISL_535933|2020-03-21,QC
1147,1147,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233003/2020|EPI_ISL_536006|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233003/2020|EPI_ISL_536006|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00237011/2020|EPI_ISL_536157|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237011/2020|EPI_ISL_536157|2020-03-25,QC
1323,1323,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236905/2020|EPI_ISL_536151|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236905/2020|EPI_ISL_536151|2020-03-25,QC
1226,1226,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234302/2020|EPI_ISL_536050|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234302/2020|EPI_ISL_536050|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00232941/2020|EPI_ISL_536002|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232941/2020|EPI_ISL_536002|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00232097/2020|EPI_ISL_535975|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232097/2020|EPI_ISL_535975|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00234877/2020|EPI_ISL_536076|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234877/2020|EPI_ISL_536076|2020-03-23,QC
1162,1162,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232107/2020|EPI_ISL_535978|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232107/2020|EPI_ISL_535978|2020-03-22,QC
1115,1115,Unsampled
hCoV-19/Canada/QC-LSPQ-L00217586/2020|EPI_ISL_535766|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217586/2020|EPI_ISL_535766|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00243603/2020|EPI_ISL_536365|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00243603/2020|EPI_ISL_536365|2020-03-29,QC
hCoV-19/Canada/QC-LSPQ-L00243607/2020|EPI_ISL_536366|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00243607/2020|EPI_ISL_536366|2020-03-29,QC
hCoV-19/Canada/QC-LSPQ-L00218477/2020|EPI_ISL_535783|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218477/2020|EPI_ISL_535783|2020-03-14,QC
1272,1272,Unsampled
hCoV-19/Canada/QC-LSPQ-L00226142/2020|EPI_ISL_535842|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00226142/2020|EPI_ISL_535842|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00237886/2020|EPI_ISL_536198|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237886/2020|EPI_ISL_536198|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00226624/2020|EPI_ISL_535850|2020-03-18,QC
hCoV-19/Canada/QC-LSPQ-L00228149/2020|EPI_ISL_535871|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00228149/2020|EPI_ISL_535871|2020-03-19,QC
hCoV-19/Canada/QC-LSPQ-L00230895/2020|EPI_ISL_535938|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230895/2020|EPI_ISL_535938|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00234652/2020|EPI_ISL_536066|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234652/2020|EPI_ISL_536066|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00228950/2020|EPI_ISL_535881|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00228950/2020|EPI_ISL_535881|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00235107/2020|EPI_ISL_536086|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235107/2020|EPI_ISL_536086|2020-03-23,QC
1314,1314,Unsampled
hCoV-19/Canada/QC-LSPQ-L00243864/2020|EPI_ISL_536381|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243864/2020|EPI_ISL_536381|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242384/2020|EPI_ISL_536319|2020-03-29,QC
hCoV-19/Canada/QC-LSPQ-L00233038/2020|EPI_ISL_536007|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233038/2020|EPI_ISL_536007|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00244160/2020|EPI_ISL_536390|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244160/2020|EPI_ISL_536390|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00235607/2020|EPI_ISL_536102|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235607/2020|EPI_ISL_536102|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00243054/2020|EPI_ISL_536347|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243054/2020|EPI_ISL_536347|2020-03-30,QC
1065,1065,Unsampled
hCoV-19/Canada/QC_AY8/2020|EPI_ISL_463956|2020-04-12,hCoV-19/Canada/QC_AY8/2020|EPI_ISL_463956|2020-04-12,QC
1292,1292,Unsampled
1111,1111,Unsampled
hCoV-19/Canada/QC-LSPQ-L00235424/2020|EPI_ISL_536097|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235424/2020|EPI_ISL_536097|2020-03-24,QC
1063,1063,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236215/2020|EPI_ISL_536121|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236215/2020|EPI_ISL_536121|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11,hCoV-19/Canada/QC-LSPQ-L00214546/2020|EPI_ISL_535729|2020-03-11,QC
hCoV-19/Canada/BC_0443574/2020|EPI_ISL_418816|2020-03-11,hCoV-19/Canada/BC_0443574/2020|EPI_ISL_418816|2020-03-11,BC
hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230998/2020|EPI_ISL_535941|2020-03-21,QC
hCoV-19/Canada/MB_38/2020|EPI_ISL_429819|2020-03-18,hCoV-19/Canada/MB_38/2020|EPI_ISL_429819|2020-03-18,MB
hCoV-19/Canada/ON-UHTC_0049/2020|EPI_ISL_464013|2020-04-05,hCoV-19/Canada/ON-UHTC_0049/2020|EPI_ISL_464013|2020-04-05,ON
hCoV-19/Canada/QC-LSPQ-L00233527/2020|EPI_ISL_536026|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233527/2020|EPI_ISL_536026|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00233169/2020|EPI_ISL_536010|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233169/2020|EPI_ISL_536010|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00229319/2020|EPI_ISL_535889|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229319/2020|EPI_ISL_535889|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00240552/2020|EPI_ISL_536274|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00240552/2020|EPI_ISL_536274|2020-03-27,QC
hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,hCoV-19/Canada/BC_64686/2020|EPI_ISL_415586|2020-03-05,BC
hCoV-19/Canada/BC_3989992/2020|EPI_ISL_418823|2020-03-09,hCoV-19/Canada/BC_3989992/2020|EPI_ISL_418823|2020-03-09,BC
hCoV-19/Canada/QC-LSPQ-L00216993/2020|EPI_ISL_535755|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00216993/2020|EPI_ISL_535755|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00235020/2020|EPI_ISL_536083|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235020/2020|EPI_ISL_536083|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00234287/2020|EPI_ISL_536049|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234287/2020|EPI_ISL_536049|2020-03-23,QC
1202,1202,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234574/2020|EPI_ISL_536059|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234574/2020|EPI_ISL_536059|2020-03-23,QC
1191,1191,Unsampled
hCoV-19/Canada/QC-LSPQ-L00236582/2020|EPI_ISL_536139|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236582/2020|EPI_ISL_536139|2020-03-24,QC
1237,1237,Unsampled
hCoV-19/Canada/QC-LSPQ-L00234577/2020|EPI_ISL_536060|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234577/2020|EPI_ISL_536060|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00234602/2020|EPI_ISL_536061|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234602/2020|EPI_ISL_536061|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00236558/2020|EPI_ISL_536137|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236558/2020|EPI_ISL_536137|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00232271/2020|EPI_ISL_535983|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232271/2020|EPI_ISL_535983|2020-03-22,QC
hCoV-19/Canada/BC_1318414/2020|EPI_ISL_418818|2020-03-06,hCoV-19/Canada/BC_1318414/2020|EPI_ISL_418818|2020-03-06,BC
hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05,hCoV-19/Canada/BC_83163/2020|EPI_ISL_415589|2020-03-05,BC
hCoV-19/Canada/ON_QGLO-023/2020|EPI_ISL_459879|2020-03-28,hCoV-19/Canada/ON_QGLO-023/2020|EPI_ISL_459879|2020-03-28,ON
1464,1464,Unsampled
hCoV-19/Canada/BC_0554880/2020|EPI_ISL_418817|2020-03-13,hCoV-19/Canada/BC_0554880/2020|EPI_ISL_418817|2020-03-13,BC
1398,1398,Unsampled
hCoV-19/Canada/BC_6981299/2020|EPI_ISL_418841|2020-03-11,hCoV-19/Canada/BC_6981299/2020|EPI_ISL_418841|2020-03-11,BC
1452,1452,Unsampled
hCoV-19/Canada/BC_3842755/2020|EPI_ISL_418820|2020-03-09,hCoV-19/Canada/BC_3842755/2020|EPI_ISL_418820|2020-03-09,BC
1463,1463,Unsampled
hCoV-19/Canada/BC_3808524/2020|EPI_ISL_418819|2020-03-09,hCoV-19/Canada/BC_3808524/2020|EPI_ISL_418819|2020-03-09,BC
hCoV-19/Canada/BC_8622445/2020|EPI_ISL_418851|2020-03-13,hCoV-19/Canada/BC_8622445/2020|EPI_ISL_418851|2020-03-13,BC
hCoV-19/Canada/QC-LSPQ-L00235855/2020|EPI_ISL_536112|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235855/2020|EPI_ISL_536112|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00235849/2020|EPI_ISL_536111|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00235849/2020|EPI_ISL_536111|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00229136/2020|EPI_ISL_535885|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00229136/2020|EPI_ISL_535885|2020-03-19,QC
hCoV-19/Canada/BC_8150537/2020|EPI_ISL_418847|2020-03-12,hCoV-19/Canada/BC_8150537/2020|EPI_ISL_418847|2020-03-12,BC
1482,1482,Unsampled
hCoV-19/Canada/NB_54/2020|EPI_ISL_482471|2020-03-17,hCoV-19/Canada/NB_54/2020|EPI_ISL_482471|2020-03-17,NB
hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12,hCoV-19/Canada/MB_8/2020|EPI_ISL_418812|2020-03-12,MB
hCoV-19/Canada/QC-LSPQ-L00217098/2020|EPI_ISL_535759|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217098/2020|EPI_ISL_535759|2020-03-13,QC
hCoV-19/Canada/QC-LSPQ-L00217092/2020|EPI_ISL_535758|2020-03-13,hCoV-19/Canada/QC-LSPQ-L00217092/2020|EPI_ISL_535758|2020-03-13,QC
1351,1351,Unsampled
hCoV-19/Canada/NB_246/2020|EPI_ISL_481744|2020-03-31,hCoV-19/Canada/NB_246/2020|EPI_ISL_481744|2020-03-31,NB
hCoV-19/Canada/NB-220/2020|EPI_ISL_479636|2020-03-25,hCoV-19/Canada/NB-220/2020|EPI_ISL_479636|2020-03-25,NB
1184,1184,Unsampled
1142,1142,Unsampled
hCoV-19/Canada/NB-232/2020|EPI_ISL_479645|2020-03-25,hCoV-19/Canada/NB-232/2020|EPI_ISL_479645|2020-03-25,NB
hCoV-19/Canada/QC-LSPQ-L00214081/2020|EPI_ISL_535725|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00214081/2020|EPI_ISL_535725|2020-03-10,QC
hCoV-19/Canada/NL_34/2020|EPI_ISL_429815|2020-03-15,hCoV-19/Canada/NL_34/2020|EPI_ISL_429815|2020-03-15,NL
1262,1262,Unsampled
hCoV-19/Canada/QC-LSPQ-L00213013/2020|EPI_ISL_535718|2020-03-01,hCoV-19/Canada/QC-LSPQ-L00213013/2020|EPI_ISL_535718|2020-03-01,QC
hCoV-19/Canada/BC_83109/2020|EPI_ISL_415588|2020-03-05,hCoV-19/Canada/BC_83109/2020|EPI_ISL_415588|2020-03-05,BC
hCoV-19/Canada/BC_4122951/2020|EPI_ISL_418826|2020-03-10,hCoV-19/Canada/BC_4122951/2020|EPI_ISL_418826|2020-03-10,BC
hCoV-19/Canada/BC_41851/2020|EPI_ISL_415584|2020-03-02,hCoV-19/Canada/BC_41851/2020|EPI_ISL_415584|2020-03-02,BC
hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,hCoV-19/Canada/BC_3972884/2020|EPI_ISL_418822|2020-03-10,BC
hCoV-19/Canada/BC_3968175/2020|EPI_ISL_418821|2020-03-10,hCoV-19/Canada/BC_3968175/2020|EPI_ISL_418821|2020-03-10,BC
1446,1446,Unsampled
1318,1318,Unsampled
hCoV-19/Canada/BC_8896915/2020|EPI_ISL_418854|2020-03-11,hCoV-19/Canada/BC_8896915/2020|EPI_ISL_418854|2020-03-11,BC
hCoV-19/Canada/BC_6502001/2020|EPI_ISL_418840|2020-03-12,hCoV-19/Canada/BC_6502001/2020|EPI_ISL_418840|2020-03-12,BC
hCoV-19/Canada/BC_4118226/2020|EPI_ISL_418825|2020-03-10,hCoV-19/Canada/BC_4118226/2020|EPI_ISL_418825|2020-03-10,BC
hCoV-19/Canada/BC_8606204/2020|EPI_ISL_418850|2020-03-13,hCoV-19/Canada/BC_8606204/2020|EPI_ISL_418850|2020-03-13,BC
1468,1468,Unsampled
hCoV-19/Canada/BC_8159203/2020|EPI_ISL_418848|2020-03-05,hCoV-19/Canada/BC_8159203/2020|EPI_ISL_418848|2020-03-05,BC
hCoV-19/Canada/BC_4540462/2020|EPI_ISL_418829|2020-03-10,hCoV-19/Canada/BC_4540462/2020|EPI_ISL_418829|2020-03-10,BC
hCoV-19/Canada/BC_8897642/2020|EPI_ISL_418855|2020-03-11,hCoV-19/Canada/BC_8897642/2020|EPI_ISL_418855|2020-03-11,BC
hCoV-19/Canada/BC_8894200/2020|EPI_ISL_418853|2020-03-11,hCoV-19/Canada/BC_8894200/2020|EPI_ISL_418853|2020-03-11,BC
hCoV-19/Canada/BC_7277381/2020|EPI_ISL_418843|2020-03-12,hCoV-19/Canada/BC_7277381/2020|EPI_ISL_418843|2020-03-12,BC
hCoV-19/Canada/BC_4799711/2020|EPI_ISL_418830|2020-03-09,hCoV-19/Canada/BC_4799711/2020|EPI_ISL_418830|2020-03-09,BC
hCoV-19/Canada/BC_8718874/2020|EPI_ISL_418852|2020-03-07,hCoV-19/Canada/BC_8718874/2020|EPI_ISL_418852|2020-03-07,BC
1169,1169,Unsampled
hCoV-19/Canada/NB_271/2020|EPI_ISL_481756|2020-04-10,hCoV-19/Canada/NB_271/2020|EPI_ISL_481756|2020-04-10,NB
1328,1328,Unsampled
